id;Pedido;Cliente;DATA_PEDIDO;DTA_CRIA_OM;DTA_LIBERACAO_CREDITO;DATA_EST_PICK;STATUS;DATA_GERACAO_NF;DAT_MINUTA;Editora;sku;volume;peso;valor;NF
ATI1369285;1369285;LIVRARIA LIVRO FACIL LTDA;;;09/12/2016;12/12/2016;FINALIZADO;13/12/2016;13/12/2016;ATICA;15;231;131,245;20678,35;252927
ATI1369590;1369590;SARAIVA E SICILIANO S/A;;;09/12/2016;11/12/2016;FINALIZADO;12/12/2016;12/12/2016;ATICA;27;194;168,485;15398,33;252871
SER1369603;1369603;CERTO  COLEGIO ENSINO FUNDAMENTAL E MEDIO;;;;12/12/2016;FINALIZADO;13/12/2016;14/12/2016;SER;34;372;206,147;2299,92;252961
ATI1369523;1369523;SARAIVA E SICILIANO S/A;;;12/12/2016;12/12/2016;FINALIZADO;13/12/2016;14/12/2016;ATICA;22;278;65,33;6647,96;253033
ATI1369740;1369740;S G D - ENSINO TECNICO EDUCACIONAL LTDA - EPP;;;;13/12/2016;FINALIZADO;13/12/2016;14/12/2016;ATICA;3;42;13,93;52,5;253073
ATI1369852;1369852;COLEGIO DANTE ALIGHIERI;;;12/12/2016;15/12/2016;FINALIZADO;16/12/2016;19/12/2016;ATICA;2;540;831,6;66717;253581
SER1369937;1369937;IVANEIDE PIRES DE MENEZES ME;;;;13/12/2016;FINALIZADO;14/12/2016;19/12/2016;SER;89;241;74,914;353,66;253092
SER1369941;1369941;IVANEIDE PIRES DE MENEZES ME;;;;13/12/2016;FINALIZADO;14/12/2016;19/12/2016;SER;6;6;3,225;12,09;253113
SER1369967;1369967;SERVICOS EDUCACIONAIS DO LITORAL PAULISTA LTDA;;;12/12/2016;13/12/2016;FINALIZADO;14/12/2016;15/12/2016;SER;80;1840;1020,629;97678,58;253223
ATI1369934;1369934;LIVRARIA LIVRO FACIL LTDA;;;12/12/2016;13/12/2016;FINALIZADO;14/12/2016;14/12/2016;ATICA;5;188;289,61;29070,44;253123
ATI1369995;1369995;ABECEDARIUM PAPELARIA LTDA - ME;;;12/12/2016;13/12/2016;FINALIZADO;13/12/2016;16/12/2016;ATICA;1;6;1,41;321,3;253025
SER1370068;1370068;INSTITUTO EDUC  IGREJA PRESBIT  INDEP DOURADOS;;;;13/12/2016;FINALIZADO;14/12/2016;19/12/2016;SER;3;60;30,16;408,9;253131
SER1370077;1370077;IVANEIDE PIRES DE MENEZES ME;;;;13/12/2016;FINALIZADO;14/12/2016;19/12/2016;SER;1;10;21,9;201,18;253129
SER1370080;1370080;IVANEIDE PIRES DE MENEZES ME;;;;13/12/2016;FINALIZADO;14/12/2016;19/12/2016;SER;6;82;21,995;430,92;253118
ATI1370107;1370107;LIVRARIA DA FOLHA LTDA.;;;13/12/2016;13/12/2016;FINALIZADO;14/12/2016;14/12/2016;ATICA;44;59;33,546;4138,76;253132
ATI35087;35087;FORMA CERTA GRAFICA DIGITAL LTDA;;;;12/12/2016;FINALIZADO;13/12/2016;14/12/2016;ATICA;1;75;31,5;95,25;252979
SER1374863;1374863;SOCIEDADE EMPRESARIA DE EDUCACAO CETES II LTDA - M;;;13/12/2016;13/12/2016;FINALIZADO;14/12/2016;15/12/2016;SER;9;9;5,583;12,88;253135
ATI1374904;1374904;CRUZ AZUL DE SAO PAULO;;;;;BLOQUEADO;;;ATICA;8;885;190,925;15660,4;0
ATI1374906;1374906;MARIA ODETE DA COSTA SOARES SEMEDO;;;;14/12/2016;FINALIZADO;15/12/2016;19/12/2016;ATICA;1;2;0,42;22,76;253280
ATI1374942;1374942;RITA DE CASSIA NATAL CHAVES;;;;14/12/2016;FINALIZADO;15/12/2016;19/12/2016;ATICA;1;2;0,42;22,76;253281
ATI1374949;1374949;CRUZ AZUL DE SAO PAULO;;;;;BLOQUEADO;;;ATICA;7;330;68,8;6088,4;0
ATI1375082;1375082;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;;19/12/2016;FINALIZADO;21/12/2016;21/12/2016;ATICA;1;2;1,36;62,46;253926
ATI1375096;1375096;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;13/12/2016;15/12/2016;FINALIZADO;19/12/2016;21/12/2016;ATICA;1;120;247,8;10396,8;253719
SER1375097;1375097;CENTRO EDUCACIONAL ANTONIO DE SOUZA GONCALVES S/C ;;;13/12/2016;13/12/2016;FINALIZADO;14/12/2016;19/12/2016;SER;38;307;152,922;16629,51;253164
SER1375098;1375098;CENTRO EDUCACIONAL ANTONIO DE SOUZA GONCALVES S/C ;;;13/12/2016;13/12/2016;FINALIZADO;14/12/2016;19/12/2016;SER;44;44;20,113;69,16;253116
ATI1375106;1375106;EDITORA ATICA S/A;;;13/12/2016;16/12/2016;FINALIZADO;17/12/2016;26/12/2016;ATICA;1;40;6,4;455,2;253610
SER1375145;1375145;JOSELINA ANDRADE ALVES;;;;14/12/2016;FINALIZADO;15/12/2016;20/12/2016;SER;12;15;6,392;315,3;253297
ATI1375210;1375210;SARAIVA E SICILIANO S/A;;;13/12/2016;14/12/2016;FINALIZADO;15/12/2016;;ATICA;8;18;18,966;1435,37;253290
ATI1375281;1375281;SARAIVA E SICILIANO S/A;;;13/12/2016;14/12/2016;FINALIZADO;15/12/2016;19/12/2016;ATICA;8;107;71,035;8042,04;253272
ATI1375288;1375288;SARAIVA E SICILIANO S/A;;;;;BLOQUEADO;;;ATICA;7;530;426,35;44266,04;Em Conferencia
ATI1375318;1375318;EDITORA WMF MARTINS FONTES LTDA;;;;14/12/2016;FINALIZADO;15/12/2016;15/12/2016;ATICA;7;7;3,485;464,36;253289
ATI1375343;1375343;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;16/12/2016;FINALIZADO;16/12/2016;19/12/2016;ATICA;1;2;2,2;203,56;253578
SER1375352;1375352;CENTRO DE ESTUDOS MODERNOS LTDA;;;;14/12/2016;FINALIZADO;15/12/2016;19/12/2016;SER;32;338;193,694;1999,53;253361
SER1375357;1375357;COLEGIO MONTEIRO LOBATO LIMITADA - EPP;;;;14/12/2016;FINALIZADO;14/12/2016;16/12/2016;SER;6;120;35,2;2201,5;253257
ATI35126;35126;EMBALARTE MANUSEIO E EMBALAGENS PROMOCIONAIS LTDA ;;;;12/12/2016;FINALIZADO;15/12/2016;15/12/2016;ATICA;1;2113;301,47;18964,18;253319
ATI1375414;1375414;COLEGIO MIRANDA EIRELI - EPP;;;;14/12/2016;FINALIZADO;15/12/2016;19/12/2016;ATICA;4;114;37,48;142,5;253311
ATI1375446;1375446;SARAIVA E SICILIANO S/A;;;14/12/2016;15/12/2016;FINALIZADO;16/12/2016;21/12/2016;ATICA;20;91;11,94;1494,21;253461
ATI1375450;1375450;SARAIVA E SICILIANO S/A;;;14/12/2016;15/12/2016;FINALIZADO;16/12/2016;21/12/2016;ATICA;1;2;0,44;53,79;253425
SER1375506;1375506;NUCLE EDUC SAO FRANCISCO;;;14/12/2016;14/12/2016;FINALIZADO;15/12/2016;19/12/2016;SER;343;384;102,603;510;253341
SER1375534;1375534;CENTRO EDUCACIONAL INFANTIL PEQUENO PRINCIPE;;;;15/12/2016;FINALIZADO;15/12/2016;19/12/2016;SER;7;7;3,547;204,05;253407
SER1375562;1375562;COLEGIO SANTANA DE INDEPENDENCIA LTDA - ME;;;;15/12/2016;FINALIZADO;16/12/2016;21/12/2016;SER;12;12;6,168;336,14;253424
ATI1375577;1375577;AGENCIA LITERARIA RIFF LTDA EPP;;;;15/12/2016;FINALIZADO;16/12/2016;19/12/2016;ATICA;1;2;0,31;22;253428
SER1375591;1375591;SORRISO COLEGIO E CURSO LTDA - ME;;;;15/12/2016;FINALIZADO;16/12/2016;21/12/2016;SER;74;222;67,356;352,36;253583
ATI1375595;1375595;GRUPO DE ENSINO J. ANGELICA LTDA - ME;;;;14/12/2016;FINALIZADO;14/12/2016;15/12/2016;ATICA;9;9;1,675;435,75;253246
SER1375598;1375598;SORRISO COLEGIO E CURSO LTDA - ME;;;;15/12/2016;FINALIZADO;15/12/2016;21/12/2016;SER;17;42;19,925;85,64;253381
ATI1375605;1375605;BATATAIS COMERCIO E REPRESENTACOES DE LIVROS LTDA ;;;14/12/2016;15/12/2016;FINALIZADO;16/12/2016;16/12/2016;ATICA;5;42;20,16;1696,45;253448
ATI1375624;1375624;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;19/12/2016;FINALIZADO;20/12/2016;29/12/2016;ATICA;23;480;428,89;28911,62;253850
ATI1375641;1375641;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;19/12/2016;FINALIZADO;21/12/2016;22/12/2016;ATICA;1;1;0,24;48,68;254036
ATI1375658;1375658;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;14/12/2016;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;ATICA;24;744;560,69;63643,49;253838
ATI1375712;1375712;LIVRARIA LIVRO FACIL LTDA;;;14/12/2016;15/12/2016;FINALIZADO;15/12/2016;16/12/2016;ATICA;8;63;30,815;4352,47;253362
ATI1375716;1375716;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;14/12/2016;19/12/2016;FINALIZADO;21/12/2016;22/12/2016;ATICA;5;110;28,45;3899,21;254002
ATI1375709;1375709;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;14/12/2016;19/12/2016;FINALIZADO;21/12/2016;26/12/2016;ATICA;1;123;201,72;12210,83;253939
ATI1375696;1375696;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;14/12/2016;19/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;6;260;420,4;24347,4;254218
ATI1375747;1375747;DISAL SA DISTRIBUIDORES ASSOCIADOS DE LIVROS;;;14/12/2016;15/12/2016;FINALIZADO;15/12/2016;16/12/2016;ATICA;19;29;16,628;2199,68;253372
SER1375749;1375749;MUNICIPIO DE COLOMBIA;;;;15/12/2016;FINALIZADO;15/12/2016;15/12/2016;SER;20;20;13,157;43,69;253325
ATI1375704;1375704;PEDRO CORDEIRO DO AMARAL - EPP;;;21/12/2016;22/12/2016;FINALIZADO;23/12/2016;26/12/2016;ATICA;4;115;37,9;2704,75;254263
ATI1375783;1375783;PERGAMINHO COMERCIO E DISTRIBUICAO DE LIVROS LTDA;;;15/12/2016;16/12/2016;FINALIZADO;18/12/2016;19/12/2016;ATICA;1;2;0,34;60,97;253639
SER1375808;1375808;ASSOCIACAO EDUCACIONAL VIP;;;15/12/2016;15/12/2016;FINALIZADO;16/12/2016;19/12/2016;SER;96;212;74,709;328,19;253510
SER1375824;1375824;COLEGIO SANTANA DE INDEPENDENCIA LTDA - ME;;;;15/12/2016;FINALIZADO;15/12/2016;21/12/2016;SER;9;104;37,49;546,54;253412
SER1375821;1375821;COLEGIO ITAQUERA EVOLUCAO LTDA - ME;;;15/12/2016;15/12/2016;FINALIZADO;16/12/2016;19/12/2016;SER;347;706;185,068;901,64;253588
SER1375832;1375832;ADEILDA FERREIRA  QUIXABEIRA;;;;15/12/2016;FINALIZADO;16/12/2016;21/12/2016;SER;34;2790;1537,56;17673,16;253560
ATI1375675;1375675;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;16/12/2016;FINALIZADO;18/12/2016;20/12/2016;ATICA;30;1295;1023,75;100230,68;253668
ATI1375886;1375886;CAROLINA MICHELINI;;;;16/12/2016;FINALIZADO;17/12/2016;19/12/2016;ATICA;1;2;0,272;19;253616
ATI1375891;1375891;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;20/12/2016;FINALIZADO;23/12/2016;26/12/2016;ATICA;4;121;49,395;7538,56;254238
ATI1375895;1375895;LIVRARIA LIVRO FACIL LTDA;;;15/12/2016;16/12/2016;FINALIZADO;18/12/2016;19/12/2016;ATICA;4;89;57,465;10299,1;253629
ATI1375908;1375908;CAROLINA MICHELINI;;;;16/12/2016;FINALIZADO;17/12/2016;19/12/2016;ATICA;1;2;0,42;23,46;253602
ATI1375913;1375913;LIVRARIA DA VILA LTDA;;;;16/12/2016;FINALIZADO;17/12/2016;19/12/2016;ATICA;2;2;1,065;99,72;253627
ATI1375933;1375933;LIVRARIA DA VILA LTDA;;;15/12/2016;16/12/2016;FINALIZADO;16/12/2016;19/12/2016;ATICA;3;3;1,38;123,75;253548
ATI1375956;1375956;CORUJET IMPORTACAO E EXPORTACAO LTDA - EPP;;;;16/12/2016;FINALIZADO;17/12/2016;19/12/2016;ATICA;1;2;2,19;279,75;253615
SER1375976;1375976;CENTRO ENSINO MARINHO LTDA;;;;16/12/2016;FINALIZADO;19/12/2016;21/12/2016;SER;299;598;139,37;742,25;253723
ATI1376016;1376016;PEREIRA DOS SANTOS DISTRIBUIDORA DE LIVROS E PAPEL;;;15/12/2016;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;ATICA;7;240;45,55;6784,8;253887
ATI1376079;1376079;AYRTON VICENTE ALVES;;;;20/12/2016;FINALIZADO;21/12/2016;21/12/2016;ATICA;8;8;3,2;158,36;253920
SER1376084;1376084;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;19/12/2016;26/12/2016;SER;7;325;121,925;5055,04;253714
ATI1376086;1376086;MEF EDITORA LTDA - ME;;;;16/12/2016;FINALIZADO;16/12/2016;19/12/2016;ATICA;1;6;0,36;28,5;253557
SER1376109;1376109;EDITORA ATICA S/A;;;;15/12/2016;FINALIZADO;16/12/2016;26/12/2016;SER;35;5850;3002,615;31237,35;253582
ATI1376119;1376119;IVAN JOSE DE AZEVEDO FONTES;;;;16/12/2016;FINALIZADO;16/12/2016;19/12/2016;ATICA;1;3;0,84;34,14;253523
SER1376173;1376173;ESCOLA DE ENSINO FUNDAMENTAL GENERAL OSORIO LTDA-M;;;;19/12/2016;FINALIZADO;20/12/2016;28/12/2016;SER;2;4;1,85;99,72;253812
ATI1376199;1376199;FABIO ALVES FREGOLENTE;;;;16/12/2016;FINALIZADO;16/12/2016;19/12/2016;ATICA;2;16;12,32;1517,24;253544
SER1376236;1376236;FERNANDA DE OLIVEIRA RODRIGUES & CIA LTDA ME;;;15/12/2016;19/12/2016;FINALIZADO;20/12/2016;20/12/2016;SER;33;406;196,735;25194,02;253794
ATI1376257;1376257;C. A. COPOLA - LIVRARIA E PAPELARIA LTDA - EPP;;;;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;ATICA;52;196;82,139;10426,78;253890
ATI1376241;1376241;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;16/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;21;1168;763,98;87291,54;254438
ATI1375669;1375669;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;;;;16/12/2016;FINALIZADO;18/12/2016;19/12/2016;ATICA;22;984;212,365;24366,18;253661
ATI1376295;1376295;PHPA - SERVICOS ARTISTICOS E PEDAGOGICOS SOCIEDADE;;;;16/12/2016;FINALIZADO;17/12/2016;19/12/2016;ATICA;1;2;0,17;18,96;253600
ATI1376311;1376311;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;15/12/2016;16/12/2016;FINALIZADO;18/12/2016;19/12/2016;ATICA;47;470;322,68;37165,53;253649
ATI1376314;1376314;PHPA - SERVICOS ARTISTICOS E PEDAGOGICOS SOCIEDADE;;;;16/12/2016;FINALIZADO;17/12/2016;19/12/2016;ATICA;1;3;0,66;36,69;253622
ATI1376318;1376318;IMAGINAGEM - SOCIEDADE SIMPLES LTDA - EPP;;;;16/12/2016;FINALIZADO;17/12/2016;19/12/2016;ATICA;1;10;4,95;130;253609
ATI1376320;1376320;FERNANDA LOPES DE ALMEIDA;;;;16/12/2016;FINALIZADO;18/12/2016;19/12/2016;ATICA;1;1;0,24;12,5;253638
SER1376313;1376313;INSTITUTO DE DESENVOLVIMENTO E EDUCACAO AD LIBERTY;;;16/12/2016;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;SER;108;324;105,972;422,82;253845
ATI1376322;1376322;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;15/12/2016;16/12/2016;FINALIZADO;19/12/2016;20/12/2016;ATICA;18;490;501,9;48028,2;253724
SER1376337;1376337;CENTRO ENSINO MARINHO LTDA;;;;16/12/2016;FINALIZADO;19/12/2016;21/12/2016;SER;34;999;548,716;6375,34;253695
SER1376339;1376339;CENTRO DE ESTUDOS MODERNOS LTDA;;;;16/12/2016;FINALIZADO;19/12/2016;21/12/2016;SER;8;53;17,766;278,53;253696
ATI1376364;1376364;SARAIVA E SICILIANO S/A;;;15/12/2016;16/12/2016;FINALIZADO;16/12/2016;20/12/2016;ATICA;5;21;3,31;464,73;253512
ATI1376366;1376366;SARAIVA E SICILIANO S/A;;;15/12/2016;16/12/2016;FINALIZADO;16/12/2016;03/01/2017;ATICA;16;86;8,785;1452,3;253587
ATI1376378;1376378;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;15/12/2016;20/12/2016;FINALIZADO;28/12/2016;29/12/2016;ATICA;57;689;472,629;50574,57;254496
ATI1376399;1376399;ESCOLA DA TRIBO LTDA - ME;;;;19/12/2016;FINALIZADO;19/12/2016;20/12/2016;ATICA;5;5;0,992;240;253735
ATI1376400;1376400;ESCOLA DA TRIBO LTDA - ME;;;;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;ATICA;5;5;0,93;240;253813
ATI1376391;1376391;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;16/12/2016;16/12/2016;FINALIZADO;18/12/2016;19/12/2016;ATICA;19;739;162,13;17581,91;253660
ATI1376395;1376395;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;16/12/2016;16/12/2016;FINALIZADO;19/12/2016;19/12/2016;ATICA;13;335;48,675;6206,2;253692
SER1376419;1376419;CENTRO EDUCACIONAL SAO JOAQUIM LTDA;;;16/12/2016;16/12/2016;FINALIZADO;19/12/2016;20/12/2016;SER;336;343;85,982;422,8;253732
SER1376454;1376454;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;16/12/2016;16/12/2016;FINALIZADO;19/12/2016;21/12/2016;SER;70;1276;694,937;71791,81;253767
SER1376467;1376467;L M L CAVALCANTE ME;;;16/12/2016;20/12/2016;FINALIZADO;20/12/2016;26/12/2016;SER;22;360;186,98;20182,8;253870
SER1376484;1376484;MARIA REGINA FILGUEIRA LORENZO - ME;;;16/12/2016;20/12/2016;FINALIZADO;21/12/2016;22/12/2016;SER;109;217;67,96;279,14;254006
ATI1376547;1376547;SOCIEDADE EDUCACAO E CARIDADE SEC;;;;21/12/2016;FINALIZADO;22/12/2016;02/01/2017;ATICA;9;308;5,465;127,89;254120
SER1376569;1376569;ESCOLA DE ENSINO FUNDAMENTAL RM HERINGER S/S LTDA ;;;16/12/2016;;BLOQUEADO;;;SER;44;274;140,508;15372,95;0
ATI1375848;1375848;LIVRARIA LIVRO FACIL LTDA;;;16/12/2016;19/12/2016;FINALIZADO;21/12/2016;26/12/2016;ATICA;8;852;379,54;35098,39;253942
SER1376579;1376579;JACK LOBO CALDAS;;;;20/12/2016;FINALIZADO;20/12/2016;23/12/2016;SER;2;3;2,655;122,51;253881
SER1376587;1376587;JACK LOBO CALDAS;;;;20/12/2016;FINALIZADO;21/12/2016;23/12/2016;SER;12;35;30,555;1025,22;253960
SER1376597;1376597;ESCOLINHA GENIUS INFANTIL LTDA - ME;;;;20/12/2016;FINALIZADO;21/12/2016;;SER;2;3;1,29;63,06;253972
SER1376598;1376598;TABLEAU EDUCACIONAL LTDA;;;16/12/2016;20/12/2016;FINALIZADO;21/12/2016;21/12/2016;SER;44;1000;469,359;42587,57;253950
SER1376599;1376599;TABLEAU EDUCACIONAL LTDA;;;16/12/2016;20/12/2016;FINALIZADO;21/12/2016;21/12/2016;SER;323;323;75,355;402,28;253946
SER1376634;1376634;CONG DAS IRMAS DO SAG CORACAO DE MARIA PROV BRASIL;;;16/12/2016;20/12/2016;FINALIZADO;20/12/2016;22/12/2016;SER;30;806;399,35;26982,12;253897
ATI1376648;1376648;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;16/12/2016;21/12/2016;FINALIZADO;23/12/2016;26/12/2016;ATICA;2;900;172,5;20907;254298
ATI1376675;1376675;DLP- DISTRIBUIDORA DE LIVROS PARAENSE LTDA - EPP;;;;16/12/2016;FINALIZADO;19/12/2016;21/12/2016;ATICA;44;1212;821,995;89625,53;253757
ATI1376691;1376691;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;16/12/2016;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;ATICA;83;713;168,769;20497,99;253839
SER1376712;1376712;COLEGIO DOM BOSCO EIRELI EPP;;;;20/12/2016;FINALIZADO;20/12/2016;21/12/2016;SER;20;455;89,953;2548;253873
ATI1376754;1376754;R & B DISTRIBUIDORA DE LIVROS LTDA - ME;;;;22/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;11;20;20,075;647,38;254200
SER1376776;1376776;FERNANDO LUIZ FERREIRA;;;;20/12/2016;FINALIZADO;20/12/2016;20/12/2016;SER;124;130;31,827;154,88;253856
ATI1376808;1376808;LIVRARIA LIVRO FACIL LTDA;;;16/12/2016;19/12/2016;FINALIZADO;22/12/2016;26/12/2016;ATICA;2;85;61,575;5172,3;254154
SER1376813;1376813;COLEGIO INTEGRADO SER LTDA - EPP;;;16/12/2016;20/12/2016;FINALIZADO;20/12/2016;22/12/2016;SER;44;1082;528,156;53344,57;253896
ATI1376245;1376245;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;16/12/2016;21/12/2016;FINALIZADO;26/12/2016;27/12/2016;ATICA;3;649;130,585;15124,73;254331
ATI1376864;1376864;MICHELE IACOCCA - ME;;;;19/12/2016;FINALIZADO;21/12/2016;27/12/2016;ATICA;1;2;0,27;19;254035
ATI1376882;1376882;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;24/12/2016;26/12/2016;ATICA;22;790;706,01;67274,4;254315
SER1376919;1376919;INCENTIVO SISTEMA DE EDUCACAO BASICA;;;;20/12/2016;FINALIZADO;21/12/2016;23/12/2016;SER;14;230;85,57;1208,66;253918
SER1376956;1376956;VIANA BARROSO LIMITADA - ME;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;SER;34;2082;1193,733;12020,61;254087
SER1376972;1376972;VIANA BARROSO LIMITADA - ME;;;;21/12/2016;FINALIZADO;21/12/2016;23/12/2016;SER;26;1484;604,755;8556,47;254082
ATI1376970;1376970;CASA DE LIVROS COMERCIO LTDA - EPP;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;44;144;95,042;8785,91;254394
ATI1377031;1377031;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;ATICA;27;91;19,277;2674,95;253844
ATI1377037;1377037;SARAIVA E SICILIANO S/A;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;27/12/2016;ATICA;25;390;340,065;33357,06;254233
ATI1377055;1377055;SARAIVA E SICILIANO S/A;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;27/12/2016;ATICA;12;210;90,675;11082,69;254231
ATI1377080;1377080;SARAIVA E SICILIANO S/A;;;16/12/2016;19/12/2016;FINALIZADO;22/12/2016;05/01/2017;ATICA;5;29;8,341;744,1;254166
ATI1377124;1377124;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;22/12/2016;22/12/2016;ATICA;6;61;19,915;2747,77;254131
ATI1377145;1377145;MIARPEL PAPELARIA E COMERCIO LTDA - EPP;;;19/12/2016;21/12/2016;FINALIZADO;27/12/2016;28/12/2016;ATICA;12;670;385,1;52127,42;254494
ATI1377192;1377192;MARTINS FONTES & CIA LTDA;;;;19/12/2016;FINALIZADO;22/12/2016;22/12/2016;ATICA;1;1;0,23;28,93;254137
SER1377244;1377244;COLEGIO AMAURI MARQUES DE AZEVEDO LTDA - ME;;;19/12/2016;19/12/2016;FINALIZADO;19/12/2016;22/12/2016;SER;58;58;21,226;78,73;253731
SER1377256;1377256;BRE COMERCIO DE LIVROS LTDA;;;;20/12/2016;FINALIZADO;21/12/2016;26/12/2016;SER;3;30;37,85;102,86;253973
SER1377258;1377258;PAPELARIA FALCAO LTDA EPP;;;19/12/2016;21/12/2016;MOVE CONF -> CL;22/12/2016;22/12/2016;SER;109;3350;1805,254;181603,39;254100
SER1377269;1377269;BRE COMERCIO DE LIVROS LTDA;;;;20/12/2016;FINALIZADO;21/12/2016;26/12/2016;SER;64;590;189,935;853,47;253970
ATI1377296;1377296;RANZANI TISEO LIVRARIA LTDA ME;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;22;264;237,216;27876,04;254397
ATI1377310;1377310;LIVROS E PAPEIS CASTELO LTDA - ME;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;6;7;3,11;322,17;254396
ATI1377352;1377352;SARAIVA E SICILIANO S/A;;;19/12/2016;21/12/2016;FINALIZADO;24/12/2016;27/12/2016;ATICA;4;50;9,975;1254,57;254323
ATI1377354;1377354;UNICENTER BAZAR LTDA - ME;;;;21/12/2016;FINALIZADO;23/12/2016;23/12/2016;ATICA;7;73;35,605;4764,55;254250
ATI1377374;1377374;SARAIVA E SICILIANO S/A;;;;;BLOQUEADO;;;ATICA;26;261;220,963;22803,26;Em Conferencia
ATI1377386;1377386;BATATAIS COMERCIO E REPRESENTACOES DE LIVROS LTDA ;;;19/12/2016;21/12/2016;FINALIZADO;26/12/2016;27/12/2016;ATICA;10;22;3,895;646,87;254358
REQ35246;35246;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;29/12/2016;29/12/2016;REQUISICAO ATICA;1;87;12,76;642,06;254564
ATI1377399;1377399;FF EDUCACAO LTDA;;;;21/12/2016;FINALIZADO;21/12/2016;22/12/2016;ATICA;5;5;0,93;240;254034
ATI1377469;1377469;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;19/12/2016;21/12/2016;FINALIZADO;28/12/2016;29/12/2016;ATICA;4;40;7,2;1085,4;254540
SER1377521;1377521;DARCIA M DE MELO-ESCOLA;;;;21/12/2016;FINALIZADO;21/12/2016;26/12/2016;SER;36;72;32,558;126,06;254077
ATI1377526;1377526;TODA INFORMATICA E PAPELARIA LTDA - EPP;;;19/12/2016;22/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;3;6;5,75;473,2;254436
SER1377543;1377543;BRE COMERCIO DE LIVROS LTDA;;;;20/12/2016;FINALIZADO;21/12/2016;26/12/2016;SER;3;253;153,785;1522,74;253999
ATI1377540;1377540;ESCOLA DE ENSINO FUNDAMENTAL CASTRO ALVES LTDA. - ;;;;22/12/2016;FINALIZADO;23/12/2016;23/12/2016;ATICA;10;258;4,715;119,39;254260
SER1377547;1377547;BRE COMERCIO DE LIVROS LTDA;;;;20/12/2016;FINALIZADO;21/12/2016;26/12/2016;SER;31;3279;1862,17;18811,54;254054
SER1377548;1377548;EDUCANDARIO DOM HELDER PESSOA CAMARA;;;;21/12/2016;MOVE CONF -> CL;22/12/2016;23/12/2016;SER;24;535;289,001;3586,5;254091
REQ35360;35360;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;REQUISICAO ATICA;11;325;174,9;10553,13;253851
ATI1377581;1377581;CURSO E COLEGIO CIDADE DE TRES LAGOAS LTDA - EPP;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;1;35;9,975;43,75;254198
