id;Pedido;Cliente;DATA_PEDIDO;DTA_CRIA_OM;DTA_LIBERACAO_CREDITO;DATA_EST_PICK;STATUS;DATA_GERACAO_NF;DAT_MINUTA;Editora;sku;volume;peso;valor;NF
ATI1376688;1376688;SAMPAIO & OLIVEIRA DISTRIBUIDORA DE LIVROS LTDA.;;;;19/12/2016;MOVE CONF -> CL;22/12/2016;22/12/2016;ATICA;8;795;542,105;59769,54;254098
ATI1376715;1376715;S D SERVICOS EDUCACIONAIS LTDA - ME;;;;20/12/2016;FINALIZADO;20/12/2016;22/12/2016;ATICA;4;114;37,48;142,5;253885
SER1376734;1376734;LIVRARIA E PAPELARIA MENEZES PAULA LTDA - ME;;;;20/12/2016;FINALIZADO;21/12/2016;22/12/2016;SER;12;24;15,314;50,33;253989
SER1376732;1376732;SERVICO SOCIAL DA INDUSTRIA;;;;20/12/2016;FINALIZADO;20/12/2016;21/12/2016;SER;38;76;35,314;142,08;253864
SER1376764;1376764;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;20/12/2016;22/12/2016;SER;32;1360;633,761;7149,47;253840
SER1376775;1376775;FERNANDO LUIZ FERREIRA;;;;20/12/2016;FINALIZADO;21/12/2016;23/12/2016;SER;49;49;21,464;595,69;253938
ATI1376788;1376788;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;16/12/2016;19/12/2016;FINALIZADO;21/12/2016;22/12/2016;ATICA;30;276;131,526;22087,51;254019
SER1376792;1376792;SERVICO SOCIAL DA INDUSTRIA DEPARTAMENTO REGIONAL ;;;;20/12/2016;FINALIZADO;21/12/2016;23/12/2016;SER;43;129;56,973;237,64;253956
SER1376801;1376801;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;20/12/2016;22/12/2016;SER;32;3210;1455,765;15383,3;253868
ATI1376839;1376839;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;16/12/2016;19/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;27;158;77,434;11319,47;254368
ATI1377947;1377947;SAMPAIO & OLIVEIRA DISTRIBUIDORA DE LIVROS LTDA.;;;;21/12/2016;FINALIZADO;28/12/2016;29/12/2016;ATICA;29;1003;1016,68;1253,75;254520
ATI1376895;1376895;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;23/12/2016;ATICA;38;488;373,24;36883,7;254226
ATI1376903;1376903;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;23/12/2016;ATICA;30;45;20,796;2772,74;254256
SER1376916;1376916;ESCOLA DENTE LEITE S/C LTDA;;;;20/12/2016;FINALIZADO;21/12/2016;22/12/2016;SER;8;75;36,025;513,04;253944
ATI1376946;1376946;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;;19/12/2016;FINALIZADO;23/12/2016;26/12/2016;ATICA;30;166;31,732;4473,82;254267
SER1376954;1376954;JACK LOBO CALDAS;;;;20/12/2016;FINALIZADO;20/12/2016;23/12/2016;SER;12;697;353,06;5088,39;253898
SER1376955;1376955;ESCOLINHA GENIUS INFANTIL LTDA - ME;;;;20/12/2016;FINALIZADO;20/12/2016;;SER;8;151;81,854;1090,53;253893
SER1376973;1376973;LIVRARIA E PAPELARIA MENEZES PAULA LTDA - ME;;;;20/12/2016;FINALIZADO;20/12/2016;22/12/2016;SER;1;14;30,66;281,65;253900
ATI1377013;1377013;LIVRARIA CULTURA S/A;;;16/12/2016;20/12/2016;FINALIZADO;22/12/2016;22/12/2016;ATICA;10;200;30,4;5255,9;254123
REQ34899;34899;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;23/12/2016;28/12/2016;REQUISICAO ATICA;9;2700;1770;85725;254243
ATI1377097;1377097;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;16/12/2016;19/12/2016;FINALIZADO;20/12/2016;21/12/2016;ATICA;23;1400;1248,625;70038,18;253831
ATI1377112;1377112;SAMPAIO & OLIVEIRA DISTRIBUIDORA DE LIVROS LTDA.;;;19/12/2016;26/12/2016;FINALIZADO;28/12/2016;29/12/2016;ATICA;38;632;95,37;12403,3;254543
ATI1377133;1377133;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;4;62;25,4;5009,06;254168
ATI1377138;1377138;COLEGIO JOSE STRAVATI LTDA EPP;;;16/12/2016;21/12/2016;FINALIZADO;26/12/2016;03/01/2017;ATICA;3;30;10,1;1287;254361
ATI1377160;1377160;ITAGYBA COMERCIAL LTDA - ME;;;16/12/2016;19/12/2016;FINALIZADO;23/12/2016;26/12/2016;ATICA;10;156;185,705;14880,06;254286
ATI1377217;1377217;LIVRARIA EM CASA TELLINI COMERCIO LTDA - ME;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;1;1;1,185;125,93;254373
ATI1377220;1377220;D L S - DISTRIBUIDORA DE LIVROS SOLIMOES LTDA - EP;;;;19/12/2016;FINALIZADO;20/12/2016;20/12/2016;ATICA;27;2901;617,17;70264,99;253773
SER1377232;1377232;ESCOLA 1§ GRAU MUNDO MAGICO S/C;;;;20/12/2016;FINALIZADO;21/12/2016;23/12/2016;SER;36;60;24,901;100,89;253982
SER1377228;1377228;ASSOCIACAO SOCIAL AGOSTINIANA;;;19/12/2016;19/12/2016;FINALIZADO;20/12/2016;20/12/2016;SER;328;993;264,264;1321,01;253814
ATI1377252;1377252;COLEGIO ENCONTRO LTDA ME;;;;22/12/2016;FINALIZADO;27/12/2016;28/12/2016;ATICA;3;3;0,84;156,86;254434
ATI1377266;1377266;COLEGIO ENCONTRO LTDA ME;;;;19/12/2016;FINALIZADO;03/01/2017;04/01/2017;ATICA;5;5;0,992;240;254819
ATI1377346;1377346;SARAIVA E SICILIANO S/A;;;19/12/2016;21/12/2016;FINALIZADO;26/12/2016;27/12/2016;ATICA;9;155;134,195;11704,62;254348
ATI1377388;1377388;SARAIVA E SICILIANO S/A;;;19/12/2016;21/12/2016;FINALIZADO;27/12/2016;04/01/2017;ATICA;30;3296;2564,45;321084,9;254424
ATI1377398;1377398;PEREIRA DOS SANTOS DISTRIBUIDORA DE LIVROS E PAPEL;;;19/12/2016;21/12/2016;FINALIZADO;26/12/2016;27/12/2016;ATICA;5;141;54,655;5599,07;254365
ATI1377434;1377434;SARAIVA E SICILIANO S/A;;;19/12/2016;21/12/2016;FINALIZADO;27/12/2016;29/12/2016;ATICA;18;220;207,11;17912,79;254395
SER1377444;1377444;MUNICIPIO DE SANTO AUGUSTO;;;;20/12/2016;FINALIZADO;20/12/2016;20/12/2016;SER;26;26;15,395;53,77;253828
REQ35019;35019;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;29/12/2016;02/01/2017;REQUISICAO ATICA;1;5;3,825;6,33;254587
ATI1377494;1377494;EDITORA WMF MARTINS FONTES LTDA;;;;21/12/2016;FINALIZADO;27/12/2016;27/12/2016;ATICA;6;7;2,275;319,46;254400
ATI1377500;1377500;ESCOLA DE ENSINO FUNDAMENTAL CASTRO ALVES LTDA. - ;;;;22/12/2016;FINALIZADO;27/12/2016;28/12/2016;ATICA;3;3;0,84;39,22;254425
REQ35353;35353;EDITORA ATICA S/A;;;;26/12/2016;FINALIZADO;28/12/2016;28/12/2016;REQUISICAO ATICA;35;8805;7563,1;363756,5;254499
ATI1377550;1377550;ESCOLA DE ENSINO FUNDAMENTAL CASTRO ALVES LTDA. - ;;;;21/12/2016;FINALIZADO;22/12/2016;;ATICA;4;114;37,48;142,5;254165
SER1377551;1377551;ASSOCIACAO AMPARO AOS PRAIANOS DO GUARUJA;;;23/12/2016;23/12/2016;FINALIZADO;26/12/2016;27/12/2016;SER;50;3930;1952,715;161569,78;254360
REQ35235;35235;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;20/12/2016;22/12/2016;REQUISICAO ATICA;1;12;1,26;96;253910
REQ35354;35354;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;20/12/2016;22/12/2016;REQUISICAO ATICA;8;1630;656,5;46641,25;253858
REQ35361;35361;EDITORA ATICA S/A;;;;19/12/2016;FINALIZADO;20/12/2016;22/12/2016;REQUISICAO ATICA;4;500;637,5;21818;253776
SER1377601;1377601;DARCIA M DE MELO-ESCOLA;;;;21/12/2016;FINALIZADO;21/12/2016;26/12/2016;SER;1;15;32,85;301,77;254066
ATI1377634;1377634;LIVRARIA LIVRO FACIL LTDA;;;19/12/2016;21/12/2016;FINALIZADO;28/12/2016;28/12/2016;ATICA;11;80;74,685;6401,22;254497
ATI1377673;1377673;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;;CANCELADO;;;ATICA;1;10;7,1;695,6;***Em Separa‡Æo/BO***
ATI1348965;1348965;INSTITUICAO INTEGRADA DE ENSINO DE CHAPADAO DO SUL;;;;21/12/2016;FINALIZADO;21/12/2016;22/12/2016;ATICA;3;48;15,92;60;254076
ATI1377653;1377653;LIVRARIA LIVRO FACIL LTDA;;;20/12/2016;21/12/2016;FINALIZADO;29/12/2016;29/12/2016;ATICA;93;2123;1803,588;207653,33;254581
SER1377814;1377814;CEMEP-CENTRO MODERNO DE EDUCACAO DE PETROLINA LTDA;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;SER;8;16;9,214;34,38;254191
SER1377815;1377815;CEMEP-CENTRO MODERNO DE EDUCACAO DE PETROLINA LTDA;;;;21/12/2016;FINALIZADO;23/12/2016;23/12/2016;SER;6;6;5,776;177,03;254232
ATI1377766;1377766;LEITURINHA S.A.;;;;21/12/2016;FINALIZADO;29/12/2016;29/12/2016;ATICA;129;129;20,501;1272,91;254553
SER1377876;1377876;CENTRO EDUC JD ORQUIDEAS S/S LTDA EPP;;;;21/12/2016;FINALIZADO;22/12/2016;23/12/2016;SER;90;1044;564,859;54628,9;254197
ATI1377139;1377139;ITAGYBA COMERCIAL LTDA - ME;;;20/12/2016;21/12/2016;FINALIZADO;26/12/2016;27/12/2016;ATICA;30;541;478,78;51367,5;254366
ATI1377973;1377973;SABER EDUCACAO INFANTIL E ENSINO FUNDAMENTAL LIMIT;;;;22/12/2016;FINALIZADO;27/12/2016;28/12/2016;ATICA;3;3;0,84;39,22;254443
ATI1377972;1377972;LIVRARIA CULTURA S/A;;;22/12/2016;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;62;4881;2425,75;309557,67;254740
SER1377985;1377985;MB OLIVEIRA NASCIMENTO ME;;;;21/12/2016;MOVE CONF -> CL;22/12/2016;23/12/2016;SER;25;450;160,37;2364,75;254101
ATI1377989;1377989;SABER EDUCACAO INFANTIL E ENSINO FUNDAMENTAL LIMIT;;;;22/12/2016;FINALIZADO;23/12/2016;26/12/2016;ATICA;10;908;14,465;247,89;254278
ATI1378005;1378005;LIVRARIA CULTURA S/A;;;22/12/2016;02/01/2017;FINALIZADO;02/01/2017;03/01/2017;ATICA;11;490;527,84;44274,45;254665
ATI1378012;1378012;SAMPAIO & OLIVEIRA DISTRIBUIDORA DE LIVROS LTDA.;;;;21/12/2016;FINALIZADO;27/12/2016;29/12/2016;ATICA;1;29;16,095;1051,25;254476
ATI1378016;1378016;LIVRARIA CULTURA S/A;;;22/12/2016;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;14;452;486,225;43210,13;254676
ATI1378041;1378041;DISTRIBUIDORA DE LIVROS DOM QUIXOTE LTDA;;;;23/12/2016;FINALIZADO;27/12/2016;02/01/2017;ATICA;2;23;12,155;1893,91;254471
ATI1378068;1378068;LIVRARIA LIVRO FACIL LTDA;;;21/12/2016;21/12/2016;FINALIZADO;28/12/2016;29/12/2016;ATICA;34;203;199,304;19181,81;254545
ATI1378128;1378128;CRISTIAN LIMA BRAZ;;;;23/12/2016;FINALIZADO;27/12/2016;02/01/2017;ATICA;4;4;2,926;144,24;254399
ATI1378129;1378129;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;21/12/2016;23/12/2016;FINALIZADO;24/12/2016;27/12/2016;ATICA;9;15;9,53;1132,1;254321
ATI1378140;1378140;SOCIEDADE DE ENSINO SUPERIOR MINEIRO LTDA - SESM -;;;;21/12/2016;FINALIZADO;26/12/2016;26/12/2016;ATICA;4;114;37,48;142,5;254327
ATI1378202;1378202;GUILHERME DE ALMEIDA COL;;;;23/12/2016;FINALIZADO;26/12/2016;03/01/2017;ATICA;10;508;8,465;167,89;254330
SER1378208;1378208;JARDIM ESCOLA SOLDADINHO DE CHUMBO;;;21/12/2016;22/12/2016;FINALIZADO;23/12/2016;23/12/2016;SER;8;191;128,065;9679,76;254244
ATI1378249;1378249;FRUTUOSO ENSINO FUNDAMENTAL E MEDIO EIRELI - ME;;;;22/12/2016;FINALIZADO;22/12/2016;23/12/2016;ATICA;3;105;34,825;131,25;254212
ATI1378261;1378261;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;21/12/2016;23/12/2016;FINALIZADO;29/12/2016;29/12/2016;ATICA;36;599;135,495;14751,42;254550
ATI1378294;1378294;LEGAL LIVROS LTDA - EPP;;;22/12/2016;02/01/2017;FINALIZADO;03/01/2017;;ATICA;23;115;23,895;2391,48;254691
ATI1378296;1378296;LIVRARIA CULTURA S/A;;;;;BLOQUEADO;;;ATICA;94;1756;1384,088;158828,25;Em Conferencia
REQ35679;35679;EDITORA ATICA S/A;;;;22/12/2016;FINALIZADO;22/12/2016;22/12/2016;REQUISICAO ATICA;102;177;127,634;5497,27;254206
SER1378372;1378372;MUNICIPIO DE MONTE SANTO DE MINAS;;;;22/12/2016;CANCELADO;;;SER;4;810;757,49;47676,4;Em Separa‡Æo
SER1378768;1378768;COLEGIO O PEQUENO PRINCIPE;;;;27/12/2016;FINALIZADO;27/12/2016;29/12/2016;SER;24;341;184,52;2274,52;254484
SER1378794;1378794;MARTELLI E SOUZA LTDA - ME;;;02/01/2017;03/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;1;15;7,05;625,46;254815
SER1378797;1378797;ASSOC EDUCACIONAL DECISIVO;;;02/01/2017;03/01/2017;FINALIZADO;04/01/2017;04/01/2017;SER;306;1547;360,361;1787,75;254899
ATI1377825;1377825;REDY SOARES DO NASCIMENTO - ME;;;;02/01/2017;FINALIZADO;02/01/2017;03/01/2017;ATICA;4;5;0,992;6,25;254609
ATI1378401;1378401;LIVRARIA DA VILA LTDA;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;8;8;1,705;237,91;254680
ATI1378738;1378738;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;02/01/2017;02/01/2017;FINALIZADO;05/01/2017;;ATICA;32;734;231,735;26499,56;255057
REQ35900;35900;EDITORA ATICA S/A;;;;27/12/2016;FINALIZADO;28/12/2016;28/12/2016;REQUISICAO ATICA;47;88;74,963;2715,51;254501
ATI1378875;1378875;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;;;02/01/2017;02/01/2017;FINALIZADO;03/01/2017;;ATICA;8;43;10,39;1259,34;254707
SER1378884;1378884;INSTITUTO DE EDUCACAO FENIX LTDA - ME;;;;02/01/2017;FINALIZADO;02/01/2017;04/01/2017;SER;1;1;2,19;80,47;254610
SER1378889;1378889;ESCOLA DE 1 GRAU SANTA IZABEL LTDA - ME;;;;02/01/2017;FINALIZADO;02/01/2017;04/01/2017;SER;23;40;29,922;866,5;254647
SER1378911;1378911;PRIME EMPREENDIMENTO EDUCACIONAL LTDA;;;;28/12/2016;FINALIZADO;29/12/2016;29/12/2016;SER;4;240;259,8;4738,92;254558
SER1378974;1378974;MARIA DA GLORIA DI CARNEIRO - ME;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;3;6;1,67;126,12;254747
SER1379005;1379005;COOPERATIVA EDUCADORES FORMOSO ARAGUAIA;;;;02/01/2017;FINALIZADO;02/01/2017;04/01/2017;SER;5;5;1,945;13,06;254631
ATI1378960;1378960;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;4;12;9,015;765,63;254715
SER1379037;1379037;COLEGIO DIOCESANO DE PARNAIBA;;;;02/01/2017;FINALIZADO;02/01/2017;03/01/2017;SER;3;3;1,185;7,35;254637
REQ35980;35980;EDITORA ATICA S/A;;;;28/12/2016;FINALIZADO;28/12/2016;28/12/2016;REQUISICAO ATICA;23;23;17,237;634,23;254538
SER1379066;1379066;JESSICA BARASINI LOPES DE SOUZA;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;117;132;33,43;173,9;254689
SER1379430;1379430;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;03/01/2017;;SER;22;44;78,095;3074,8;254818
SER1379495;1379495;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;02/01/2017;;SER;2;4;12,525;319,48;254629
ATI1379647;1379647;ALESSANDRA FERNANDES DA SILVA;;;;02/01/2017;FINALIZADO;03/01/2017;;ATICA;1;1;0,375;0,36;254725
SER1379858;1379858;AVANI FRANCISCA DE OLIVEIRA SOUSA;;;;02/01/2017;FINALIZADO;02/01/2017;04/01/2017;SER;34;1022;592,131;5714,42;254621
SER1379868;1379868;RIBEIROTOLEDO EIRELI - ME;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;12;400;147,95;2102;254694
ATI1383174;1383174;SARAIVA E SICILIANO S/A;;;02/01/2017;02/01/2017;FINALIZADO;04/01/2017;;ATICA;24;566;137,8;14600,79;255007
ATI1383176;1383176;SARAIVA E SICILIANO S/A;;;02/01/2017;02/01/2017;FINALIZADO;04/01/2017;;ATICA;20;362;78,263;8903,35;254973
SER1383231;1383231;INSTITUTO DE ENSINO JMC LTDA - EPP;;;;02/01/2017;FINALIZADO;03/01/2017;04/01/2017;SER;2;2;1,05;30,39;254766
SER1383232;1383232;GENIVALDO RIBEIRO MASCARENHAS;;;;02/01/2017;FINALIZADO;03/01/2017;;SER;32;800;526,135;6414,28;254699
SER1383237;1383237;GNG REALIZACOES EDUCACIONAIS LTDA - EPP;;;;02/01/2017;FINALIZADO;02/01/2017;;SER;4;2000;2357,5;39491;254670
REQ36046;36046;EDITORA ATICA S/A;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;REQUISICAO ATICA;50;52;29,299;1369,51;254787
ATI1383511;1383511;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;3;4;4,19;256,9;254744
ATI1383508;1383508;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;;02/01/2017;FINALIZADO;03/01/2017;05/01/2017;ATICA;7;25;15,12;1895,9;254759
ATI1383534;1383534;LIVRARIA LIVRO FACIL LTDA;;;02/01/2017;03/01/2017;FINALIZADO;03/01/2017;04/01/2017;ATICA;2;14;27,04;1768,9;254809
ATI1383573;1383573;LITERATO DISTRIBUIDORA DE LIVROS LTDA EPP - EPP;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;11;90;103,063;7302,54;254732
SER1383591;1383591;GIOVANE LEAL NOVAES DE CARVALHO LIMA - ME;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;141;282;85,13;396,28;254878
ATI1383605;1383605;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;02/01/2017;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;1;35;43,4;3015,69;254913
ATI1383635;1383635;LIVRARIA MARGARIDA DISTRIBUIDORA E REP DE LIVROS L;;;;02/01/2017;FINALIZADO;02/01/2017;03/01/2017;ATICA;4;264;276,6;24678,71;254622
ATI1383647;1383647;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;02/01/2017;FINALIZADO;03/01/2017;03/01/2017;ATICA;3;4;5,58;492,77;254778
SER1383651;1383651;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;;;SER;17;3160;1481,08;12964,72;Entrega Confirmada
SER1383652;1383652;SERVICO SOCIAL DA INDUSTRIA SESI;;;;03/01/2017;MOVE CONF -> CL;;;SER;108;432;118,56;608,58;Conferˆncia Finalizada
SER1383694;1383694;SERVICO SOCIAL DA INDUSTRIA SESI;;;;03/01/2017;MOVE CONF -> CL;;;SER;143;464;151,028;705,11;Conferˆncia Finalizada
SER1383710;1383710;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;34;1596;742,194;7900,36;254927
SER1383711;1383711;SERVICO SOCIAL DA INDUSTRIA SESI;;;;03/01/2017;MOVE CONF -> CL;;;SER;150;452;151,445;677,3;Conferˆncia Finalizada
SER1383749;1383749;ESCOLINHA GENIUS INFANTIL LTDA - ME;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;4;8;1,964;236,04;254829
SER1383752;1383752;ESCOLINHA GENIUS INFANTIL LTDA - ME;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;2;3;0,645;63,06;254852
ATI1383785;1383785;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;02/01/2017;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;5;122;31,975;4429;254953
ATI1383809;1383809;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;3;82;99,24;5641,06;254915
ATI1383847;1383847;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;05/01/2017;ATICA;16;289;311,16;25695,71;255086
ATI1383861;1383861;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;;ATICA;31;1545;1279,386;102224,04;Entrega Confirmada
ATI1383862;1383862;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;;;;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;3;7;5,72;538,08;254982
SER1383873;1383873;SERVI€O SOCIAL DA INDUSTRIA;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;42;418;191,273;707,38;254874
SER1383886;1383886;SISTEMA DE ENSINO KIDS LTDA - ME;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;60;2445;1395,615;17502,73;254924
SER1383890;1383890;CONGREGACAO DAS IRMAS DE NOSSA SENHORA DA CONSOLAC;;;;03/01/2017;FINALIZADO;03/01/2017;;SER;12;290;146,525;2115,25;254810
ATI1383960;1383960;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;;;;03/01/2017;FINALIZADO;03/01/2017;;ATICA;1;1;0,22;25,8;254845
ATI1383985;1383985;ACEL ADMINISTRACAO DE CURSOS EDUCACIONAIS LTDA;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;05/01/2017;ATICA;25;1820;1387,7;152600,61;255066
SER1384036;1384036;COLGIO ARTS DEI LTDA - EPP;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;04/01/2017;SER;31;341;153,836;16173,21;254914
SER1384046;1384046;SERVI€O SOCIAL DA INDUSTRIA;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;121;407;147,013;626,49;255013
REQ36150;36150;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;03/01/2017;05/01/2017;REQUISICAO ATICA;2;11;2,618;129,38;254802
ATI1384174;1384174;SISTEMA IDEAL DE EDUCACAO E EDITORA LTDA - EPP;;;;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;1;1;0,375;0,36;254950
ATI1384201;1384201;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;03/01/2017;03/01/2017;MOVE CONF -> CL;;;ATICA;38;544;336,37;29634,36;Em Conferencia
SER1384209;1384209;SERVI€O SOCIAL DA INDUSTRIA;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;108;108;29,64;152,23;254940
ATI1384216;1384216;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;;;03/01/2017;03/01/2017;FINALIZADO;04/01/2017;;ATICA;38;336;114,809;13668,3;255003
ATI1384335;1384335;SARAIVA E SICILIANO S/A;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;;ATICA;8;19;2,464;327,25;255037
ATI1384348;1384348;SARAIVA E SICILIANO S/A;;;03/01/2017;03/01/2017;FINALIZADO;05/01/2017;;ATICA;23;213;243,649;18707,1;255032
ATI1384371;1384371;SISTEMA P H DE ENSINO LTDA;;;;03/01/2017;FINALIZADO;04/01/2017;05/01/2017;ATICA;1;75;30,75;2381,03;254887
SER1384415;1384415;SERVI€O SOCIAL DA INDéSTRIA;;;;03/01/2017;FINALIZADO;04/01/2017;;SER;115;237;68,565;340,51;254929
REQ36155;36155;EDITORA ATICA S/A;;;;03/01/2017;FINALIZADO;03/01/2017;03/01/2017;REQUISICAO ATICA;1;50;8;573,75;254859
SER1384542;1384542;OLSZANSKI & MARTINS  LTDA;;;04/01/2017;04/01/2017;FINALIZADO;05/01/2017;;SER;18;229;103,7;11675,48;255055
SER1384543;1384543;OLSZANSKI & MARTINS  LTDA;;;04/01/2017;04/01/2017;FINALIZADO;05/01/2017;;SER;26;52;22,02;93,59;255059
SER1384551;1384551;LOURENCO E LOURENCO BOITUVA LTDA ME;;;;;BLOQUEADO;;;SER;335;335;83,812;421,95;0
ATI36132;36132;EMBALARTE MANUSEIO E EMBALAGENS PROMOCIONAIS LTDA ;;;;04/01/2017;FINALIZADO;04/01/2017;04/01/2017;ATICA;1;260;5,2;1300;254992
ATI1384680;1384680;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;;;04/01/2017;04/01/2017;FINALIZADO;05/01/2017;;ATICA;102;231;77,554;9813,19;Entrega Confirmada
SER1384711;1384711;PEDRO VASCONCELOS CARVALHO JUNIOR;;;;05/01/2017;FINALIZADO;05/01/2017;;SER;6;6;6,876;114,37;Entrega Confirmada
SER1384743;1384743;CENTRO EDUCACIONAL JACUNDµ LTDA ME;;;;04/01/2017;FINALIZADO;05/01/2017;;SER;23;39;39,561;888,61;255062
ATI1375276;1375276;JOAQUIM LUIZ MENDES DE ALMEIDA;;;;04/01/2017;FINALIZADO;05/01/2017;;ATICA;1;1;0,15;8,38;255071
ATI1375315;1375315;HELOISA BRAZ DE OLIVEIRA PRIETO;;;;04/01/2017;FINALIZADO;05/01/2017;;ATICA;1;3;0,645;36,69;Entrega Confirmada
ATI1384705;1384705;COL MODULO SS LTDA EPP;;;04/01/2017;05/01/2017;FINALIZADO;06/01/2017;;ATICA;78;91;17,998;2354,69;Entrega Confirmada
SER1384885;1384885;FUNDACAO SHUNJI NISHIMURA DE TECNOLOGIA;;;;04/01/2017;FINALIZADO;04/01/2017;;SER;1;12;7,62;225,76;255029
ATI1384968;1384968;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;;;04/01/2017;05/01/2017;NÇO PLANEJADO;;;ATICA;27;74;36,07;4880,61;Em Separa‡Æo
ATI1384975;1384975;CRUZ AZUL DE SAO PAULO;;;;;BLOQUEADO;;;ATICA;7;330;77,4;5975,8;0
ATI1384980;1384980;CRUZ AZUL DE SAO PAULO;;;;;BLOQUEADO;;;ATICA;7;580;132,55;10114,4;0
ATI1384983;1384983;COLEGIO SAO MIGUEL ARCANJO LTDA - ME;;;;04/01/2017;FINALIZADO;05/01/2017;;ATICA;10;458;7,715;157,39;Entrega Confirmada
SER1384988;1384988;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;;;04/01/2017;05/01/2017;FINALIZADO;06/01/2017;;SER;176;383;79,372;443,56;Entrega Confirmada
